scene,width,height,pair,method,trajectory,frame,trajectory_phase,repeat_count,min_ms,median_ms,max_ms
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,32,0.13333333333333333,12,1.4117187155342101,1.4437239230861665,1.5988020443000794
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,33,0.1375,12,1.4210416319732666,1.4566666311035157,1.503385379962921
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,34,0.14166666666666666,12,1.4015624657821655,1.4408853814888,1.5047395465965272
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,35,0.14583333333333334,12,1.4290624651107788,1.4734895473594665,1.5201562128868102
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,36,0.15,12,1.4468228813438415,1.5052603799171447,1.5604166285705567
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,37,0.15416666666666667,12,1.4451041313858033,1.4803905888576507,1.522447879497528
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,38,0.15833333333333333,12,1.4692707974624635,1.4860416303863526,1.5304687126350403
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,39,0.1625,12,1.4515103812294006,1.5116666297607422,1.853906204738617
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,40,0.16666666666666666,12,1.4827082971343994,1.505937463233948,1.690520792060852
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,41,0.17083333333333334,12,1.488854130317688,1.513749963043213,1.5569270453224182
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,42,0.175,12,1.4815624638290406,1.5078124631881713,1.559218711933136
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,43,0.17916666666666667,12,1.4919270469093322,1.5398176707401277,2.037656200252533
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,44,0.18333333333333332,12,1.4949999635009765,1.538802045764923,1.5850520446357728
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,45,0.1875,12,1.5029166299743653,1.5282030876903534,2.084062449119568
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,46,0.19166666666666668,12,1.4965624634628296,1.540208295730591,1.6177603771705626
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,47,0.19583333333333333,12,1.5113541297683717,1.551770795448303,1.6825520422554017
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,48,0.2,12,1.4991666300659179,1.5355989208431242,1.6099478773612976
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,49,0.20416666666666666,12,1.509687463142395,1.5456510039310456,1.6312499601745605
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,50,0.20833333333333334,12,1.4834374637832641,1.553177045413971,1.5722916282806396
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,51,0.2125,12,1.5334895458946227,1.574244753232956,1.6098957940292358
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,52,0.21666666666666667,12,1.5135937130470276,1.5355207958450316,1.5839582946624755
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,53,0.22083333333333333,12,1.5435416289825439,1.588567669549942,1.6612499594421386
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,54,0.225,12,1.5244270461158753,1.5537760037326813,1.6012499609069824
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,55,0.22916666666666666,12,1.5470312122306824,1.573723919912338,1.624218710346222
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,56,0.23333333333333334,12,1.5321353792610168,1.5707291283187867,1.6043228774986267
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,57,0.2375,12,1.5435937123146057,1.5638801701526641,1.6037499608459473
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,58,0.24166666666666667,12,1.5588020452766418,1.5687239200344085,1.613437460609436
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,59,0.24583333333333332,12,1.5430207956619262,1.5792187114448546,1.6451041265029906
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,60,0.25,12,1.5664062117576598,1.583645794670105,1.646354126472473
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,61,0.25416666666666665,12,1.5521874621047973,1.5994270442848206,1.644166626525879
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,62,0.25833333333333336,12,1.5909895444908142,1.6252082936553955,1.633802043445587
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,63,0.2625,12,1.5832291280136108,1.610755169008255,1.6965103752479553
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,64,0.26666666666666666,12,1.5642707951431274,1.6173437105140684,1.6366666267089844
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,65,0.2708333333333333,12,1.599322877620697,1.6308853768501281,1.6595312094841004
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,66,0.275,12,1.5983853776435852,1.6191926688022615,1.678645792350769
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,67,0.2791666666666667,12,1.585416627960205,1.6198697521190644,1.7033332917480468
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,68,0.2833333333333333,12,1.615677043888092,1.6426301682300568,1.7064062083396911
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,69,0.2875,12,1.601562460899353,1.6402864182872772,1.6645832926940918
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,70,0.2916666666666667,12,1.606458294113159,1.6227603770484924,1.679114542339325
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,71,0.29583333333333334,12,1.5852082946319581,1.6186718354816438,1.6895312087516785
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,72,0.3,12,1.6099478773612976,1.6458332931518553,1.7282291244735717
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,73,0.30416666666666664,12,1.6035416275177001,1.644583293182373,2.1819791133956907
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,74,0.30833333333333335,12,1.586770794593811,1.6368749600372314,1.70755204164505
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,75,0.3125,12,1.5860416279449463,1.63093746018219,1.654010376285553
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,76,0.31666666666666665,12,1.6135937106056213,1.6551822512569427,1.7031770417518615
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,77,0.32083333333333336,12,1.6007291275863647,1.6352343350772858,1.6920312086906433
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,78,0.325,12,1.607187460762024,1.6268489186153412,1.6630207927322387
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,79,0.32916666666666666,12,1.6249478769950867,1.6460676681461335,1.6913020420417786
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,80,0.3333333333333333,12,1.605833294128418,1.6302603768653872,1.6513541263504028
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,81,0.3375,12,1.5956770443763733,1.6201822521114349,1.6844270422096252
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,82,0.3416666666666667,12,1.6058853774604798,1.6348437100868225,1.6796353756599427
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,83,0.3458333333333333,12,1.597083294342041,1.6353124600753783,1.67572912575531
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,84,0.35,12,1.6048437108192444,1.6157551688861846,1.650833293029785
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,85,0.3541666666666667,12,1.5799478780937195,1.615729127220154,1.669895792564392
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,86,0.35833333333333334,12,1.593958294418335,1.6291926685581206,1.6483853764228822
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,87,0.3625,12,1.593958294418335,1.639687459968567,1.6854166255187988
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,88,0.36666666666666664,12,1.6030728775291443,1.6191145438041687,1.6515103763465881
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,89,0.37083333333333335,12,1.5929687111091613,1.6207551687641144,1.6505728763694762
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,90,0.375,12,1.574270794898987,1.6132812106132508,1.6469791264572144
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,91,0.37916666666666665,12,1.6007291275863647,1.6322395434837342,1.6901562087364197
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,92,0.38333333333333336,12,1.618593710483551,1.637656210018158,1.6826562089195252
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,93,0.3875,12,1.5920832944641112,1.6282812102470399,1.6659374593276977
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,94,0.39166666666666666,12,1.584531211315155,1.6387239183254243,1.6958332919311523
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,95,0.3958333333333333,12,1.6146353772468567,1.6336978767814636,1.7109374582290648
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,96,0.4,12,1.571562461631775,1.6284374602432252,1.6733853758125306
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,97,0.4041666666666667,12,1.578958294784546,1.6303385018634795,1.7005728751487732
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,98,0.4083333333333333,12,1.5813541280593872,1.6354426684055328,1.6759374590835572
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,99,0.4125,12,1.577812461479187,1.6147395439109804,1.7244270412330627
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,100,0.4166666666666667,12,1.5781249614715576,1.6265103769569398,1.701770791786194
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,101,0.42083333333333334,12,1.5376562124595643,1.598880169298172,1.671666625854492
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,102,0.425,12,1.5544270453834534,1.6132812106132506,1.8785937041358949
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,103,0.42916666666666664,12,1.5333332958984376,1.5924999611206054,1.6599999594726562
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,104,0.43333333333333335,12,1.54666662890625,1.591015586156845,1.6738541258010864
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,105,0.4375,12,1.5203645462150575,1.5795051697711946,1.613906210597992
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,106,0.44166666666666665,12,1.509010379825592,1.5615885035419463,1.6074478774223329
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,107,0.44583333333333336,12,1.517083296295166,1.541979129020691,1.578958294784546
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,108,0.45,12,1.5239582961273193,1.5680989200496676,1.603802044178009
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,109,0.45416666666666666,12,1.5056770465736389,1.5508072538051605,1.6063541274490356
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,110,0.4583333333333333,12,1.5213020461921691,1.5475520455513,1.5945832944030762
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,111,0.4625,12,1.462656214290619,1.514661421354294,1.6212499604187012
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,112,0.4666666666666667,12,1.489062463645935,1.544427045627594,1.572656211605072
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,113,0.4708333333333333,12,1.4808332971801759,1.5134635047168732,1.5853645446281432
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,114,0.475,12,1.4775520472602843,1.4945572551784516,1.5174478796195985
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,115,0.4791666666666667,12,1.448697881298065,1.4952603801612854,1.56817704504776
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,116,0.48333333333333334,12,1.4560937144508361,1.4824999638061525,1.5135416297149658
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,117,0.4875,12,1.4431770480995179,1.4876562136802673,1.5288020460090637
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,118,0.49166666666666664,12,1.436406214931488,1.4640364225902558,1.5873957945785522
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,119,0.49583333333333335,12,1.437760381565094,1.4774999639282227,1.5320312125968933
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,120,0.5,12,1.4098957989120484,1.4526301728687288,1.5236457961349488
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,121,0.5041666666666667,12,1.4153124654464722,1.4501562145957947,1.4701041307754517
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,122,0.5083333333333333,12,1.4567707977676392,1.470885380756378,1.5143228796958923
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,123,0.5125,12,1.4388020482063293,1.4839582971038818,1.5385416291046143
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,124,0.5166666666666667,12,1.4380728815574646,1.4721353807258606,2.003177034427643
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,125,0.5208333333333334,12,1.4401562148399354,1.4607030893383026,1.5138541297073365
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,126,0.525,12,1.4327082983551025,1.471614547405243,1.5134374630508423
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,127,0.5291666666666667,12,1.4416666314697266,1.4638541309280395,1.5251041294326781
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,128,0.5333333333333333,12,1.4180207987136841,1.4555989227962494,1.598177044315338
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,129,0.5375,12,1.4183853820381165,1.4463801730213164,1.481718713825226
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,130,0.5416666666666666,12,1.39874996585083,1.4223697569408418,1.7053645416984557
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,131,0.5458333333333333,12,1.3850520495185852,1.4262760068454743,1.4677082975006104
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,132,0.55,12,1.3975520492134095,1.429505173433304,1.5365103791542054
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,133,0.5541666666666667,12,1.4067707989883422,1.4291405901088714,1.9463020358161927
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,134,0.5583333333333333,12,1.3680207999343872,1.4013280907878876,1.4410416314849854
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,135,0.5625,12,1.3794270496559142,1.4107291322250366,1.4252603818702698
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,136,0.5666666666666667,12,1.3690103832435607,1.3995832991638184,1.4432812147636414
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,137,0.5708333333333333,12,1.345624967147827,1.3935416326446535,1.9861978681755066
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,138,0.575,12,1.3531249669647216,1.3719530915050506,1.4145312154655456
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,139,0.5791666666666667,12,1.3457291338119506,1.3639322583675384,1.4239062152366637
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,140,0.5833333333333334,12,1.3326041341323853,1.3644270500221252,1.8728124542770386
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,141,0.5875,12,1.3328124674606323,1.3519010086612702,1.3784895496788026
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,142,0.5916666666666667,12,1.3370833006896972,1.361562466758728,1.385104132850647
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,143,0.5958333333333333,12,1.3195833011169433,1.3351822590694429,1.3743749664459228
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,144,0.6,12,1.3058853847846985,1.3249218426532745,1.3771874663772583
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,145,0.6041666666666666,12,1.3084374680557251,1.3198958011093138,1.345624967147827
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,146,0.6083333333333333,12,1.2838020519905091,1.3205989260921478,1.3728645498161316
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,147,0.6125,12,1.296614551677704,1.3192968427906036,1.3678645499382018
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,148,0.6166666666666667,12,1.278645802116394,1.3161197595348357,1.3824999662475586
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,149,0.6208333333333333,12,1.2619791358566284,1.2801562187461855,1.319427051120758
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,150,0.625,12,1.272135385608673,1.29945309327507,1.341614550579071
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,151,0.6291666666666667,12,1.2566145526542662,1.2894270518531799,1.3226041343765258
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,152,0.6333333333333333,12,1.2621353858528137,1.2806770520668032,1.3094270513648987
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,153,0.6375,12,1.2445312196159364,1.275520802192688,1.3036458015060426
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,154,0.6416666666666667,12,1.2429687196540833,1.2763020521736146,1.3003124682540894
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,155,0.6458333333333334,12,1.2339583032073975,1.2648176774539948,1.2853124686203004
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,156,0.65,12,1.2465103862342835,1.2648176774539948,1.3231249676971435
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,157,0.6541666666666667,12,1.251093719455719,1.2695572606716157,1.314531217906952
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,158,0.6583333333333333,12,1.2466666362304688,1.2669010107364653,1.2946874683914185
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,159,0.6625,12,1.252187469429016,1.2711978856315613,1.2928645517692565
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,160,0.6666666666666666,12,1.2456770529212953,1.2774999688110351,1.3155208012161255
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,161,0.6708333333333333,12,1.2471353862190246,1.2704687189826966,1.3206770510902406
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,162,0.675,12,1.258749969268799,1.286276010263443,1.3143749679107666
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,163,0.6791666666666667,12,1.2406249697113036,1.2810155937252046,1.3321353841438293
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,164,0.6833333333333333,12,1.2520833027648925,1.280651010400772,1.3104166346740722
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,165,0.6875,12,1.2681770523719789,1.282708302017212,1.3074999680786132
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,166,0.6916666666666667,12,1.264999969116211,1.2834635103321075,1.317864551158905
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,167,0.6958333333333333,12,1.2783333021240235,1.2970833016662597,1.3568228835411071
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,168,0.7,12,1.2667708024063111,1.3027864265270233,1.5625520451850892
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,169,0.7041666666666667,12,1.270833302307129,1.3078645514030456,1.3646353833503724
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,170,0.7083333333333334,12,1.2827083020172119,1.3148437178993224,1.420312465324402
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,171,0.7125,12,1.286093718601227,1.311562467979431,1.3361978840446471
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,172,0.7166666666666667,12,1.2901562185020448,1.3287760092258454,1.3539062169456482
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,173,0.7208333333333333,12,1.2821353853645325,1.3221874677200318,1.361354133430481
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,174,0.725,12,1.2997395516014099,1.347239550441742,1.3720312165031434
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,175,0.7291666666666666,12,1.3034374681777954,1.329531217540741,1.3613020500984192
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,176,0.7333333333333333,12,1.3056770514564515,1.342526008890152,1.3535937169532777
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,177,0.7375,12,1.3141666345825196,1.3361197590465546,1.3840624662094116
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,178,0.7416666666666667,12,1.3086458013839721,1.358203091840744,1.4007291324691773
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,179,0.7458333333333333,12,1.3399999672851564,1.3565624668807983,1.4076041323013306
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,180,0.75,12,1.331770800819397,1.3524478836479186,1.368489549922943
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,181,0.7541666666666667,12,1.3446874671707154,1.359062466819763,1.3928645493278504
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,182,0.7583333333333333,12,1.3448958004989624,1.3584374668350219,1.3811978829460143
Pipes-perfect,192,129,middlebury_vs_dda,dda,horizontal_sinusoid,183,0.7625,12,1.3579166335144044,1.3693489249019624,1.3951041326065063
